Id,SaleCondition,LotArea,OverallQual,OverallCond,YearRemodAdd,MasVnrArea,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageArea,SalePrice
1446,Normal,8400,6,5,1966,0,913,1,0,1,0,3,0,240,129000
1447,Normal,26142,5,7,1962,189,1188,0,0,1,0,3,0,312,157900
1448,Normal,10000,8,5,1996,438,2090,1,0,2,1,3,1,556,240000
1449,Normal,11767,4,7,2000,0,1346,0,0,1,1,2,0,384,112000
1450,Abnorml,1533,5,7,1970,0,630,1,0,1,0,1,0,0,92000
1451,Normal,9000,5,5,1974,0,1792,0,0,2,2,4,0,0,136000
1452,Partial,9262,8,5,2009,194,1578,0,0,2,0,3,1,840,287090
1453,Normal,3675,5,5,2005,80,1072,1,0,1,0,2,0,525,145000
1454,Abnorml,17217,5,5,2006,0,1140,0,0,1,0,3,0,0,84500
1455,Normal,7500,7,5,2005,0,1221,1,0,2,0,2,0,400,185000
1456,Normal,7917,6,5,2000,0,1647,0,0,2,1,3,1,460,175000
1457,Normal,13175,6,6,1988,119,2073,1,0,2,0,3,2,500,210000
1458,Normal,9042,7,9,2006,0,2340,0,0,2,0,4,2,252,266500
1459,Normal,9717,5,6,1996,0,1078,1,0,1,0,2,0,240,142125
1460,Normal,9937,5,6,1965,0,1256,1,0,1,1,3,0,276,147500
