Id,Neighborhood,LotArea,OverallQual,OverallCond,YearRemodAdd,MasVnrArea,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageArea,SalePrice
1395,Blmngtn,4045,7,5,2006,45,1500,1,0,2,0,2,1,648,246578
1396,Timber,12665,8,5,2006,245,2482,0,0,2,1,4,1,642,281213
1397,Timber,57200,5,5,1950,0,1687,1,0,1,0,3,2,572,160000
1398,BrkSide,6120,5,8,2004,0,1513,0,0,1,1,4,0,180,137500
1399,NAmes,7200,5,4,1982,0,1904,1,0,1,1,3,0,240,138000
1400,SWISU,6171,6,6,1990,0,1608,0,0,2,1,3,1,216,137450
1401,BrkSide,6000,6,7,1950,0,1158,0,0,1,0,3,1,208,120000
1402,Gilbert,7415,6,5,2004,0,1593,1,0,2,1,3,1,398,193000
1403,CollgCr,6762,7,5,2006,0,1294,0,0,2,0,2,1,662,193879
1404,Somerst,15256,8,5,2007,84,1464,1,0,2,0,3,0,754,282922
1405,OldTown,10410,3,4,1950,0,1214,0,0,1,0,3,0,936,105000
1406,Crawfor,3842,8,5,2005,174,1646,1,1,2,0,2,1,482,275000
1407,CollgCr,8445,5,7,2007,0,768,1,0,1,0,2,0,396,133000
1408,Mitchel,8780,5,5,1985,0,833,1,0,1,0,3,0,0,112000
1409,OldTown,7740,4,7,1950,0,1363,0,0,1,0,3,0,528,125500
1410,NWAmes,20544,7,6,1991,123,2093,0,0,2,1,3,1,542,215000
1411,CollgCr,12420,7,5,2001,0,1840,1,0,2,1,3,0,622,230000
1412,NAmes,9600,6,8,2005,0,1668,0,0,1,1,3,0,271,140000
1413,NAmes,7200,4,5,1950,0,1040,0,0,2,0,2,0,420,90000
1414,SawyerW,10994,8,5,2006,366,1844,1,0,2,0,2,1,620,257000
1415,BrkSide,13053,6,7,2000,0,1848,0,0,1,1,4,1,370,207000
1416,Blmngtn,3635,7,5,2007,130,1569,0,1,2,0,1,1,660,175900
1417,OldTown,11340,4,6,1950,0,2290,0,0,2,0,4,0,560,122500
1418,NoRidge,16545,8,5,1998,731,2450,1,0,2,1,3,1,1069,340000
1419,NAmes,9204,5,5,1963,0,1144,1,0,1,1,3,0,336,124000
1420,Crawfor,16381,6,5,1969,312,1844,1,0,2,0,3,1,540,223000
1421,NWAmes,11700,6,6,1968,420,1416,0,0,2,1,3,1,776,179900
1422,NPkVill,4043,6,5,1977,0,1069,0,0,2,0,2,1,440,127500
1423,CollgCr,4435,6,5,2003,170,848,1,0,1,0,1,0,420,136500
1424,Edwards,19690,6,7,1966,0,2201,0,0,2,0,4,1,432,274970
1425,NAmes,9503,5,5,1983,0,1344,1,0,1,0,2,1,484,144000
1426,NAmes,10721,6,6,1959,243,1252,0,0,1,0,3,0,528,142000
1427,NoRidge,10944,7,5,1994,448,2127,1,0,2,1,3,2,525,271000
1428,NAmes,10930,5,6,1950,0,1558,1,0,1,1,3,1,288,140000
1429,OldTown,7200,5,7,1992,294,804,1,0,1,0,2,2,240,119000
1430,NWAmes,12546,6,7,1981,310,1440,0,0,2,0,3,1,467,182900
1431,Gilbert,21930,5,5,2005,0,1838,0,0,2,1,4,1,372,192140
1432,NPkVill,4928,6,6,1976,0,958,0,0,2,0,2,0,440,143750
1433,OldTown,10800,4,6,2007,0,968,0,0,2,0,4,0,216,64500
1434,Gilbert,10261,6,5,2000,318,1792,1,0,2,1,3,1,451,186500
1435,Mitchel,17400,5,5,1977,0,1126,1,0,2,0,3,1,484,160000
1436,NAmes,8400,6,9,2005,237,1537,1,0,1,1,3,1,462,174000
1437,NAmes,9000,4,6,1971,0,864,0,0,1,0,3,0,528,120500
1438,NridgHt,12444,8,5,2008,426,1932,1,0,2,0,2,1,774,394617
1439,OldTown,7407,6,7,1996,0,1236,1,0,1,0,2,0,923,149700
1440,NWAmes,11584,7,6,1979,96,1725,0,0,2,1,3,1,550,197000
1441,Crawfor,11526,6,7,1994,0,2555,0,0,2,0,3,1,672,191000
1442,CollgCr,4426,6,5,2004,147,848,1,0,1,0,1,1,420,149300
1443,Somerst,11003,10,5,2008,160,2007,1,0,2,1,3,1,812,310000
1444,BrkSide,8854,6,6,1950,0,952,0,0,1,0,2,1,192,121000
1445,CollgCr,8500,7,5,2004,106,1422,0,0,2,0,3,0,626,179600
1446,Sawyer,8400,6,5,1966,0,913,1,0,1,0,3,0,240,129000
1447,Mitchel,26142,5,7,1962,189,1188,0,0,1,0,3,0,312,157900
1448,CollgCr,10000,8,5,1996,438,2090,1,0,2,1,3,1,556,240000
1449,Edwards,11767,4,7,2000,0,1346,0,0,1,1,2,0,384,112000
1450,MeadowV,1533,5,7,1970,0,630,1,0,1,0,1,0,0,92000
1451,NAmes,9000,5,5,1974,0,1792,0,0,2,2,4,0,0,136000
1452,Somerst,9262,8,5,2009,194,1578,0,0,2,0,3,1,840,287090
1453,Edwards,3675,5,5,2005,80,1072,1,0,1,0,2,0,525,145000
1454,Mitchel,17217,5,5,2006,0,1140,0,0,1,0,3,0,0,84500
1455,Somerst,7500,7,5,2005,0,1221,1,0,2,0,2,0,400,185000
1456,Gilbert,7917,6,5,2000,0,1647,0,0,2,1,3,1,460,175000
1457,NWAmes,13175,6,6,1988,119,2073,1,0,2,0,3,2,500,210000
1458,Crawfor,9042,7,9,2006,0,2340,0,0,2,0,4,2,252,266500
1459,NAmes,9717,5,6,1996,0,1078,1,0,1,0,2,0,240,142125
1460,Edwards,9937,5,6,1965,0,1256,1,0,1,1,3,0,276,147500
