Id,HouseStyle,LotArea,OverallQual,OverallCond,YearRemodAdd,MasVnrArea,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageArea,SalePrice
1434,2Story,10261,6,5,2000,318,1792,1,0,2,1,3,1,451,186500
1435,1Story,17400,5,5,1977,0,1126,1,0,2,0,3,1,484,160000
1436,1Story,8400,6,9,2005,237,1537,1,0,1,1,3,1,462,174000
1437,1Story,9000,4,6,1971,0,864,0,0,1,0,3,0,528,120500
1438,1Story,12444,8,5,2008,426,1932,1,0,2,0,2,1,774,394617
1439,1Story,7407,6,7,1996,0,1236,1,0,1,0,2,0,923,149700
1440,SLvl,11584,7,6,1979,96,1725,0,0,2,1,3,1,550,197000
1441,2.5Fin,11526,6,7,1994,0,2555,0,0,2,0,3,1,672,191000
1442,1Story,4426,6,5,2004,147,848,1,0,1,0,1,1,420,149300
1443,2Story,11003,10,5,2008,160,2007,1,0,2,1,3,1,812,310000
1444,1.5Unf,8854,6,6,1950,0,952,0,0,1,0,2,1,192,121000
1445,1Story,8500,7,5,2004,106,1422,0,0,2,0,3,0,626,179600
1446,SFoyer,8400,6,5,1966,0,913,1,0,1,0,3,0,240,129000
1447,1Story,26142,5,7,1962,189,1188,0,0,1,0,3,0,312,157900
1448,2Story,10000,8,5,1996,438,2090,1,0,2,1,3,1,556,240000
1449,2Story,11767,4,7,2000,0,1346,0,0,1,1,2,0,384,112000
1450,SFoyer,1533,5,7,1970,0,630,1,0,1,0,1,0,0,92000
1451,2Story,9000,5,5,1974,0,1792,0,0,2,2,4,0,0,136000
1452,1Story,9262,8,5,2009,194,1578,0,0,2,0,3,1,840,287090
1453,SLvl,3675,5,5,2005,80,1072,1,0,1,0,2,0,525,145000
1454,1Story,17217,5,5,2006,0,1140,0,0,1,0,3,0,0,84500
1455,1Story,7500,7,5,2005,0,1221,1,0,2,0,2,0,400,185000
1456,2Story,7917,6,5,2000,0,1647,0,0,2,1,3,1,460,175000
1457,1Story,13175,6,6,1988,119,2073,1,0,2,0,3,2,500,210000
1458,2Story,9042,7,9,2006,0,2340,0,0,2,0,4,2,252,266500
1459,1Story,9717,5,6,1996,0,1078,1,0,1,0,2,0,240,142125
1460,1Story,9937,5,6,1965,0,1256,1,0,1,1,3,0,276,147500
